"tourney_id","tourney_name","tourney_ioc","surface","draw_size","tourney_level","tourney_date","match_num","winner_id","winner_seed","winner_entry","winner_name","winner_hand","winner_ht","winner_ioc","winner_age","loser_id","loser_seed","loser_entry","loser_name","loser_hand","loser_ht","loser_ioc","loser_age","score","best_of","round","minutes","w_ace","w_df","w_svpt","w_1stIn","w_1stWon","w_2ndWon","w_SvGms","w_bpSaved","w_bpFaced","l_ace","l_df","l_svpt","l_1stIn","l_1stWon","l_2ndWon","l_SvGms","l_bpSaved","l_bpFaced","winner_rank","winner_rank_points","loser_rank","loser_rank_points","tourney_date_num","w_w_14d","w_l_14d","l_w_14d","l_l_14d","w_w_28d","w_l_28d","l_w_28d","l_l_28d","mins_so_far_w","mins_so_far_l","rank_difference","rank_points_difference","winner_ioc_home_adv","winner_ioc_home_disadv","age_difference","age_mean_difference","winner_odds","loser_odds","winner_odds_prob","loser_odds_prob"
"2021-0403","Miami Masters","USA","Hard",128,"M",20210322,297,105138,"7","","Roberto Bautista Agut","R",183,"ESP",32.9363449692,106421,"1","","Daniil Medvedev","R",198,"RUS",25.1088295688,"6-4 6-2",3,"QF",92,0,0,56,39,27,13,9,3,3,8,3,66,45,30,7,9,4,7,12,2910,2,9940,77,7,2,7,0,7,2,7,0,249,305,-10,-7030,0,0,7.8275154004,3.41786952462051,3.6,1.31,0.266802443991853,0.733197556008147
"2021-0403","Miami Masters","USA","Hard",128,"M",20210322,298,128034,"26","","Hubert Hurkacz","R",196,"POL",24.1067761807,126094,"4","","Andrey Rublev","R",188,"RUS",23.4195756331,"6-3 6-4",3,"SF",87,8,1,73,44,33,14,10,4,5,2,1,59,35,25,9,9,5,8,37,1645,8,5101,77,5,1,7,2,5,1,7,2,466,304,-29,-3456,0,0,0.6872005476,-0.6872005476,4.31,1.24,0.223423423423423,0.776576576576577
"2021-0403","Miami Masters","USA","Hard",128,"M",20210322,299,206173,"21","","Jannik Sinner","R",188,"ITA",19.5975359343,105138,"7","","Roberto Bautista Agut","R",183,"ESP",32.9363449692,"5-7 6-4 6-4",3,"SF",148,5,2,100,65,42,20,16,7,10,2,0,89,60,38,15,16,4,8,31,1789,12,2910,77,8,2,8,2,8,2,8,2,401,341,-19,-1121,0,0,-13.3388090349,2.09342410987949,2.17,1.74,0.445012787723785,0.554987212276215
"2021-0403","Miami Masters","USA","Hard",128,"M",20210322,300,128034,"26","","Hubert Hurkacz","R",196,"POL",24.1067761807,206173,"21","","Jannik Sinner","R",188,"ITA",19.5975359343,"7-6(4) 6-4",3,"F",103,3,1,69,49,34,7,11,0,3,1,5,78,47,26,15,11,7,11,37,1645,31,1789,77,6,1,9,2,6,1,9,2,553,549,-6,-144,0,0,4.5092402464,-4.5092402464,2.5,1.56,0.38423645320197,0.615763546798029
"2021-9481","Cagliari","ITA","Clay",32,"A",20210405,271,105413,NA,"","Andrej Martin","R",180,"SVK",31.5400410678,106210,NA,"","Jiri Vesely","L",198,"CZE",27.7371663244,"6-4 2-6 6-1",3,"R32",117,3,1,73,40,26,22,13,3,6,6,3,84,56,34,14,12,7,11,106,763,72,993,90.9583333333321,0,0,0,1,0,0,0,1,0,0,-34,-230,0,0,3.8028747434,3.8028747434,2.46,1.53,0.383458646616541,0.616541353383459
"2021-9481","Cagliari","ITA","Clay",32,"A",20210405,272,105379,NA,"","Aljaz Bedene","R",181,"SLO",31.7152635181,206748,NA,"WC","Giulio Zeppieri","L",NA,"ITA",19.3264887064,"1-6 7-5 7-6(3)",3,"R32",153,1,4,95,39,27,31,16,2,7,3,4,101,58,42,19,15,4,7,58,1125,313,162,90.9583333333321,1,1,0,0,1,1,0,0,0,0,255,963,0,1,12.3887748117,-3.58555278887949,1.29,3.46,0.728421052631579,0.271578947368421
"2021-9481","Cagliari","ITA","Clay",32,"A",20210405,273,106078,NA,"","Egor Gerasimov","R",196,"BLR",28.3969883641,105550,"7","","Guido Pella","L",185,"ARG",30.8856947296,"6-4 6-0",3,"R32",86,2,2,59,33,23,11,8,5,7,2,3,58,33,16,8,8,3,9,80,936,48,1298,90.9583333333321,0,0,0,0,0,0,0,0,0,0,-32,-362,0,0,-2.4887063655,-2.4887063655,2.5,1.54,0.381188118811881,0.618811881188119
"2021-9481","Cagliari","ITA","Clay",32,"A",20210405,275,104468,NA,"","Gilles Simon","R",183,"FRA",36.2710472279,105882,NA,"","Stefano Travaglia","R",185,"ITA",29.2703627652,"1-6 6-3 6-4",3,"R32",123,2,5,79,40,25,21,13,4,8,2,2,88,50,31,20,13,3,7,63,1047,69,1024,90.9583333333321,0,0,0,1,0,0,0,1,0,0,6,23,0,1,7.0006844627,7.0006844627,3.25,1.33,0.290393013100437,0.709606986899563
"2021-9481","Cagliari","ITA","Clay",32,"A",20210405,276,106065,NA,"","Marco Cecchinato","R",185,"ITA",28.5119780972,105341,NA,"WC","Thomas Fabbiano","R",NA,"ITA",31.8603696099,"6-4 4-6 6-3",3,"R32",140,2,3,94,62,47,14,15,6,8,3,5,96,71,44,15,14,7,10,93,834,172,416,90.9583333333321,0,0,0,1,0,0,0,1,0,0,79,418,0,0,-3.3483915127,-3.3483915127,1.25,3.86,0.755381604696673,0.244618395303327
"2021-9481","Cagliari","ITA","Clay",32,"A",20210405,277,105870,NA,"","Yannick Hanfmann","R",193,"GER",29.3935660507,126205,"8","","Tommy Paul","R",185,"USA",23.8850102669,"7-6(8) 5-7 6-3",3,"R32",176,3,5,123,72,48,24,17,13,19,3,4,119,73,43,25,16,10,16,105,767,53,1155,90.9583333333321,1,1,0,1,1,1,0,1,0,0,-52,-388,0,0,5.5085557838,-1.34872869577949,1.85,1.93,0.510582010582011,0.489417989417989
"2021-9481","Cagliari","ITA","Clay",32,"A",20210405,278,105526,"5","","Jan Lennard Struff","R",193,"GER",30.945927447,105311,NA,"","Joao Sousa","R",185,"POR",32.0164271047,"1-6 6-1 7-5",3,"R32",127,8,5,102,57,37,19,13,9,13,2,4,88,49,32,16,13,8,13,41,1485,107,757,90.9583333333321,1,1,1,1,1,1,1,1,0,0,66,728,0,0,-1.0704996577,-1.0704996577,1.23,4.02,0.765714285714286,0.234285714285714
"2021-9481","Cagliari","ITA","Clay",32,"A",20210405,279,106281,NA,"Q","Liam Broady","L",NA,"GBR",27.2498288843,144817,NA,"Q","Marc Andrea Huesler","L",NA,"SUI",24.7802874743,"6-1 6-3",3,"R32",77,1,3,45,30,22,9,8,2,3,4,3,62,35,17,10,8,2,7,152,476,151,491,90.9583333333321,0,1,0,0,0,1,0,0,0,0,-1,-15,0,0,2.46954141,-2.46954141,2.1,1.71,0.448818897637795,0.551181102362205
"2021-9481","Cagliari","ITA","Clay",32,"A",20210405,280,106075,NA,"Q","Jozef Kovalik","R",183,"SVK",28.4161533196,111576,NA,"Q","Sumit Nagal","R",NA,"IND",23.6358658453,"3-6 6-1 6-3",3,"R32",133,0,3,84,55,38,14,13,9,12,1,6,84,64,36,9,12,13,18,128,583,136,542,90.9583333333321,0,0,0,0,0,0,0,0,0,0,8,41,0,0,4.7802874743,-2.57528584847949,2.56,1.5,0.369458128078818,0.630541871921182
"2021-9481","Cagliari","ITA","Clay",32,"A",20210405,282,105357,"6","","John Millman","R",183,"AUS",31.8083504449,105948,NA,"","Federico Coria","R",NA,"ARG",29.0732375086,"7-6(5) 3-6 6-3",3,"R32",193,2,6,108,63,47,20,15,10,14,0,8,127,82,50,22,15,7,11,44,1436,86,878,90.9583333333321,0,0,0,1,0,0,0,1,0,0,42,558,0,0,2.7351129363,2.7351129363,2.49,1.52,0.379052369077307,0.620947630922693
"2021-9481","Cagliari","ITA","Clay",32,"A",20210405,283,111513,NA,"","Laslo Djere","R",188,"SRB",25.8425735797,105943,NA,"WC","Federico Gaio","R",NA,"ITA",29.0841889117,"6-4 6-2",3,"R32",96,2,1,45,27,23,12,9,1,2,0,4,93,54,32,16,9,19,23,57,1133,137,534,90.9583333333321,1,1,0,1,1,1,0,1,0,0,80,599,0,1,-3.241615332,-0.299457478020511,1.28,3.59,0.737166324435318,0.262833675564682
"2021-9481","Cagliari","ITA","Clay",32,"A",20210405,284,207518,NA,"","Lorenzo Musetti","R",185,"ITA",19.0910335387,110602,NA,"","Dennis Novak","R",183,"AUT",27.6030116359,"6-0 6-1",3,"R32",52,0,1,38,25,18,9,6,3,3,0,1,42,29,11,3,7,5,11,90,861,101,785,90.9583333333321,2,1,0,0,2,1,0,0,0,0,11,76,1,0,-8.5119780972,7.93325983877949,1.23,4.02,0.765714285714286,0.234285714285714
"2021-9481","Cagliari","ITA","Clay",32,"A",20210405,286,126203,"2","","Taylor Fritz","R",193,"USA",23.4360027379,105413,NA,"","Andrej Martin","R",180,"SVK",31.5400410678,"6-2 7-6(4)",3,"R16",93,2,3,75,41,28,15,10,5,8,0,5,65,39,21,12,10,3,8,30,1855,106,763,90.9583333333321,2,1,1,0,2,1,1,0,0,117,76,1092,0,0,-8.1040383299,-0.348738792320511,1.58,2.36,0.598984771573604,0.401015228426396
"2021-9481","Cagliari","ITA","Clay",32,"A",20210405,287,105379,NA,"","Aljaz Bedene","R",181,"SLO",31.7152635181,106078,NA,"","Egor Gerasimov","R",196,"BLR",28.3969883641,"6-4 7-6(5)",3,"R16",118,2,1,71,43,31,13,11,1,3,1,4,80,49,31,17,11,5,8,58,1125,80,936,90.9583333333321,2,1,1,0,2,1,1,0,153,86,22,189,0,0,3.318275154,3.318275154,1.88,1.91,0.503957783641161,0.496042216358839
"2021-9481","Cagliari","ITA","Clay",32,"A",20210405,288,132283,"3","","Lorenzo Sonego","R",191,"ITA",25.9028062971,104468,NA,"","Gilles Simon","R",183,"FRA",36.2710472279,"6-4 6-1",3,"R16",95,1,1,58,38,27,9,9,4,6,0,2,61,52,25,3,8,5,10,34,1717,63,1047,90.9583333333321,2,1,1,0,2,1,1,0,0,123,29,670,1,0,-10.3682409308,-7.54654851162051,1.35,3.22,0.704595185995624,0.295404814004376
"2021-9481","Cagliari","ITA","Clay",32,"A",20210405,289,105870,NA,"","Yannick Hanfmann","R",193,"GER",29.3935660507,106065,NA,"","Marco Cecchinato","R",185,"ITA",28.5119780972,"7-5 6-1",3,"R16",93,0,1,58,37,25,16,9,2,2,2,3,64,33,19,17,10,2,6,105,767,93,834,90.9583333333321,2,1,1,0,2,1,1,0,176,140,-12,-67,0,1,0.881587953499999,0.881587953499999,1.8,2.01,0.52755905511811,0.47244094488189
"2021-9481","Cagliari","ITA","Clay",32,"A",20210405,290,105526,"5","","Jan Lennard Struff","R",193,"GER",30.945927447,106281,NA,"Q","Liam Broady","L",NA,"GBR",27.2498288843,"6-4 6-2",3,"R16",81,5,4,66,43,31,12,9,4,5,1,1,45,28,14,11,9,0,4,41,1485,152,476,90.9583333333321,2,1,1,1,2,1,1,1,127,77,111,1009,0,0,3.6960985627,3.56845131792051,1.59,2.31,0.592307692307692,0.407692307692308
"2021-9481","Cagliari","ITA","Clay",32,"A",20210405,291,105932,"4","","Nikoloz Basilashvili","R",185,"GEO",29.1143052704,106075,NA,"Q","Jozef Kovalik","R",183,"SVK",28.4161533196,"4-6 6-4 7-5",3,"R16",180,0,7,130,87,49,17,16,8,16,5,5,114,72,38,17,16,7,16,37,1600,128,583,90.9583333333321,0,1,1,0,0,1,1,0,0,133,91,1017,0,0,0.6981519508,0.6981519508,1.71,2.11,0.552356020942408,0.447643979057592
"2021-9481","Cagliari","ITA","Clay",32,"A",20210405,292,111513,NA,"","Laslo Djere","R",188,"SRB",25.8425735797,105357,"6","","John Millman","R",183,"AUS",31.8083504449,"6-3 6-3",3,"R16",85,0,1,51,25,18,17,9,2,3,0,2,48,26,15,11,9,3,7,57,1133,44,1436,90.9583333333321,2,1,1,0,2,1,1,0,96,193,-13,-303,0,0,-5.9657768652,-3.02361901122051,1.33,3.38,0.717622080679405,0.282377919320594
"2021-9481","Cagliari","ITA","Clay",32,"A",20210405,293,207518,NA,"","Lorenzo Musetti","R",185,"ITA",19.0910335387,105554,"1","","Daniel Evans","R",175,"GBR",30.8692676249,"6-1 1-6 7-6(8)",3,"R16",129,0,2,88,65,48,8,13,6,9,0,3,88,57,34,18,13,4,7,90,861,32,1825,90.9583333333321,3,1,0,1,3,1,0,1,52,0,-58,-964,1,0,-11.7782340862,4.66700384977949,1.3,3.66,0.737903225806452,0.262096774193548
"2021-9481","Cagliari","ITA","Clay",32,"A",20210405,294,126203,"2","","Taylor Fritz","R",193,"USA",23.4360027379,105379,NA,"","Aljaz Bedene","R",181,"SLO",31.7152635181,"6-3 6-4",3,"QF",85,8,1,55,29,25,13,10,0,1,3,5,58,30,18,16,9,3,6,30,1855,58,1125,90.9583333333321,3,1,3,1,3,1,3,1,93,271,28,730,0,0,-8.2792607802,-0.523961242620508,1.81,2.03,0.528645833333333,0.471354166666667
"2021-9481","Cagliari","ITA","Clay",32,"A",20210405,295,132283,"3","","Lorenzo Sonego","R",191,"ITA",25.9028062971,105870,NA,"","Yannick Hanfmann","R",193,"GER",29.3935660507,"3-6 7-6(6) 6-3",3,"QF",163,1,0,105,70,44,21,14,6,9,0,8,96,59,45,16,16,1,5,34,1717,105,767,90.9583333333321,3,1,3,1,3,1,3,1,95,269,71,950,1,0,-3.4907597536,-0.669067334420507,1.55,2.53,0.620098039215686,0.379901960784314
"2021-9481","Cagliari","ITA","Clay",32,"A",20210405,296,105932,"4","","Nikoloz Basilashvili","R",185,"GEO",29.1143052704,105526,"5","","Jan Lennard Struff","R",193,"GER",30.945927447,"7-5 4-6 6-3",3,"QF",154,3,6,110,61,41,25,15,10,14,12,3,121,76,47,19,16,10,16,37,1600,41,1485,90.9583333333321,1,1,3,1,1,1,3,1,180,208,4,115,0,0,-1.8316221766,-1.8316221766,2.43,1.58,0.394014962593516,0.605985037406484
"2021-9481","Cagliari","ITA","Clay",32,"A",20210405,297,111513,NA,"","Laslo Djere","R",188,"SRB",25.8425735797,207518,NA,"","Lorenzo Musetti","R",185,"ITA",19.0910335387,"6-4 4-6 6-2",3,"QF",141,1,8,104,60,41,21,14,8,11,1,2,85,70,41,7,14,4,9,57,1133,90,861,90.9583333333321,3,1,4,1,3,1,4,1,181,181,33,272,0,1,6.751540041,-6.751540041,2.03,1.81,0.471354166666667,0.528645833333333
"2021-9481","Cagliari","ITA","Clay",32,"A",20210405,298,132283,"3","","Lorenzo Sonego","R",191,"ITA",25.9028062971,126203,"2","","Taylor Fritz","R",193,"USA",23.4360027379,"6-4 5-7 6-1",3,"SF",158,1,1,83,50,35,10,14,6,11,3,1,109,61,34,19,15,10,18,34,1717,30,1855,90.9583333333321,4,1,4,1,4,1,4,1,258,178,-4,-138,1,0,2.4668035592,-2.4668035592,1.75,2.12,0.547803617571059,0.452196382428941
"2021-9481","Cagliari","ITA","Clay",32,"A",20210405,299,111513,NA,"","Laslo Djere","R",188,"SRB",25.8425735797,105932,"4","","Nikoloz Basilashvili","R",185,"GEO",29.1143052704,"6-2 6-0",3,"SF",52,1,0,37,27,20,8,7,0,0,0,2,43,25,12,6,7,3,8,57,1133,37,1600,90.9583333333321,4,1,2,1,4,1,2,1,322,334,-20,-467,0,0,-3.2717316907,-0.32957383672051,1.48,2.69,0.645083932853717,0.354916067146283
"2021-9481","Cagliari","ITA","Clay",32,"A",20210405,300,132283,"3","","Lorenzo Sonego","R",191,"ITA",25.9028062971,111513,NA,"","Laslo Djere","R",188,"SRB",25.8425735797,"2-6 7-6(5) 6-4",3,"F",181,1,0,112,76,53,16,15,9,12,5,8,101,58,41,26,15,7,9,34,1717,57,1133,90.9583333333321,5,1,5,1,5,1,5,1,416,374,23,584,1,0,0.0602327173999981,-0.0602327173999981,2.21,1.69,0.433333333333333,0.566666666666667
"2021-9462","Marbella","ESP","Clay",32,"A",20210405,271,144719,NA,"","Jaume Munar","R",183,"ESP",23.9178644764,105967,NA,"Q","Henri Laaksonen","R",185,"SUI",29.0130047912,"6-4 6-1",3,"R32",80,3,2,50,35,29,9,9,1,1,1,1,52,22,14,15,8,5,8,95,815,135,548,90.9583333333321,0,0,0,0,0,0,0,0,0,0,40,267,1,0,-5.0951403148,1.69643574577949,1.27,3.69,0.743951612903226,0.256048387096774
"2021-9462","Marbella","ESP","Clay",32,"A",20210405,272,125802,NA,"","Ilya Ivashka","R",193,"BLR",27.1101984942,124079,NA,"","Pedro Martinez","R",NA,"ESP",23.9425051335,"6-3 7-6(2)",3,"R32",103,5,1,60,28,22,18,10,0,2,2,1,67,46,30,9,11,4,8,115,673,100,787,90.9583333333321,1,1,0,1,1,1,0,1,0,0,-15,-114,0,1,3.1676933607,-3.1676933607,2.59,1.48,0.363636363636364,0.636363636363636
"2021-9462","Marbella","ESP","Clay",32,"A",20210405,273,200221,"5","","Alejandro Davidovich Fokina","R",183,"ESP",21.8343600274,106000,NA,"","Damir Dzumhur","R",172,"BIH",28.8761122519,"6-7(1) 6-2 6-2",3,"R32",120,1,1,83,63,41,15,14,3,5,0,4,86,61,38,10,14,6,12,56,1135,126,607,90.9583333333321,0,0,1,1,0,0,1,1,0,0,70,528,1,0,-7.0417522245,3.91683273407949,1.29,3.46,0.728421052631579,0.271578947368421
"2021-9462","Marbella","ESP","Clay",32,"A",20210405,275,126149,NA,"","Gianluca Mager","R",185,"ITA",26.3436002738,105062,NA,"","Mikhail Kukushkin","R",183,"KAZ",33.2758384668,"7-5 6-3",3,"R32",85,2,1,61,35,30,14,11,2,3,2,1,62,36,23,12,10,5,8,91,843,102,784,90.9583333333321,0,0,1,1,0,0,1,1,0,0,11,59,0,0,-6.932238193,-4.99213372722051,1.36,3.05,0.691609977324263,0.308390022675737
"2021-9462","Marbella","ESP","Clay",32,"A",20210405,276,207989,NA,"WC","Carlos Alcaraz","R",185,"ESP",17.9192334018,110748,NA,"Q","Nikola Milojevic","R",188,"SRB",25.7960301164,"7-6(3) 6-3",3,"R32",98,1,1,62,44,35,10,11,0,1,1,4,74,47,35,8,10,4,6,133,560,129,582,90.9583333333321,0,1,0,0,0,1,0,0,0,0,-4,-22,1,0,-7.8767967146,7.8767967146,1.39,2.94,0.678983833718245,0.321016166281755
"2021-9462","Marbella","ESP","Clay",32,"A",20210405,277,103852,"6","","Feliciano Lopez","L",188,"ESP",39.5400410678,106121,NA,"","Taro Daniel","R",191,"JPN",28.1861738535,"6-4 6-4",3,"R32",87,12,3,61,39,31,14,10,4,4,0,1,55,35,26,9,10,1,3,64,1042,117,652,90.9583333333321,0,1,0,0,0,1,0,0,0,0,53,390,1,0,11.3538672143,11.3538672143,2.14,1.69,0.441253263707572,0.558746736292428
"2021-9462","Marbella","ESP","Clay",32,"A",20210405,278,105643,"8","","Federico Delbonis","L",190,"ARG",30.4996577687,106148,NA,"","Roberto Carballes Baena","R",183,"ESP",28.0355920602,"7-5 6-1",3,"R32",100,2,6,69,47,32,10,10,4,6,2,2,57,34,19,8,9,3,8,85,884,98,801,90.9583333333321,0,1,0,0,0,1,0,0,0,0,13,83,0,1,2.4640657085,2.4640657085,1.65,2.19,0.5703125,0.4296875
"2021-9462","Marbella","ESP","Clay",32,"A",20210405,279,105613,NA,"","Norbert Gombos","R",193,"SVK",30.6447638604,106228,NA,"","Juan Ignacio Londero","R",NA,"ARG",27.6386036961,"6-7(3) 6-1 6-3",3,"R32",130,6,4,78,46,34,18,14,1,3,0,2,98,57,29,24,14,5,11,99,792,94,832,90.9583333333321,0,0,0,0,0,0,0,0,0,0,-5,-40,0,0,3.0061601643,3.0061601643,2.13,1.69,0.442408376963351,0.557591623036649
"2021-9462","Marbella","ESP","Clay",32,"A",20210405,280,105575,NA,"","Ricardas Berankis","R",175,"LTU",30.7898699521,106298,NA,"","Lucas Pouille","R",185,"FRA",27.112936345,"6-4 6-7(5) 7-5",3,"R32",169,0,1,99,67,46,17,17,2,7,6,6,141,72,43,33,17,15,22,88,871,84,894,90.9583333333321,1,1,0,0,1,1,0,0,0,0,-4,-23,0,0,3.6769336071,3.27550128372051,2.52,1.51,0.37468982630273,0.62531017369727
"2021-9462","Marbella","ESP","Clay",32,"A",20210405,282,126952,"7","","Soon Woo Kwon","R",180,"KOR",23.3401779603,208029,NA,"WC","Holger Rune","R",NA,"DEN",17.9356605065,"6-3 3-6 7-6(4)",3,"R32",143,4,4,92,57,36,24,15,5,8,3,5,108,65,43,24,15,7,10,81,910,321,159,90.9583333333321,0,1,0,0,0,1,0,0,0,0,240,751,0,0,5.4045174538,-5.4045174538,3.12,1.35,0.302013422818792,0.697986577181208
"2021-9462","Marbella","ESP","Clay",32,"A",20210405,283,105487,NA,"","Facundo Bagnis","L",183,"ARG",31.1019849418,202103,NA,"","Francisco Cerundolo","R",NA,"ARG",22.6447638604,"6-3 7-6(2)",3,"R32",118,4,1,78,44,28,20,11,4,7,1,3,63,36,20,12,10,4,8,104,768,114,686,90.9583333333321,0,0,0,0,0,0,0,0,0,0,10,82,0,0,8.4572210814,-0.880556211179488,2.03,1.77,0.465789473684211,0.534210526315789
"2021-9462","Marbella","ESP","Clay",32,"A",20210405,284,106408,NA,"Q","Mario Vilella Martinez","R",NA,"ESP",25.7577002053,126523,NA,"Q","Bernabe Zapata Miralles","R",NA,"ESP",24.2272416153,"6-2 6-3",3,"R32",80,4,3,50,33,24,9,8,3,4,0,3,60,38,21,9,9,5,10,188,375,146,512,90.9583333333321,0,0,0,0,0,0,0,0,0,0,-42,-137,0,0,1.53045859,-1.53045859,2.36,1.56,0.397959183673469,0.602040816326531
"2021-9462","Marbella","ESP","Clay",32,"A",20210405,286,144719,NA,"","Jaume Munar","R",183,"ESP",23.9178644764,104926,"2","","Fabio Fognini","R",178,"ITA",33.8672142368,"6-2 6-1",3,"R16",83,3,2,54,32,21,11,7,4,5,0,4,66,42,23,6,8,10,16,95,815,18,2548,90.9583333333321,1,0,0,1,1,0,0,1,80,0,-77,-1733,1,0,-9.9493497604,-3.15777369982051,1.65,2.24,0.575835475578406,0.424164524421594
"2021-9462","Marbella","ESP","Clay",32,"A",20210405,287,125802,NA,"","Ilya Ivashka","R",193,"BLR",27.1101984942,200221,"5","","Alejandro Davidovich Fokina","R",183,"ESP",21.8343600274,"6-1 6-3",3,"R16",72,6,1,59,33,23,17,8,9,9,1,2,44,28,17,7,8,1,5,115,673,56,1135,90.9583333333321,2,1,1,0,2,1,1,0,103,120,-59,-462,0,1,5.2758384668,-5.2758384668,4,1.24,0.236641221374046,0.763358778625954
"2021-9462","Marbella","ESP","Clay",32,"A",20210405,288,134770,"3","","Casper Ruud","R",183,"NOR",22.2861054073,126149,NA,"","Gianluca Mager","R",185,"ITA",26.3436002738,"6-3 6-2",3,"R16",69,5,2,46,29,25,9,9,1,2,2,1,55,30,19,9,8,7,11,26,1973,91,843,90.9583333333321,0,0,1,0,0,0,1,0,0,85,65,1130,0,0,-4.0574948665,4.0574948665,1.54,2.4,0.609137055837563,0.390862944162437
"2021-9462","Marbella","ESP","Clay",32,"A",20210405,289,207989,NA,"WC","Carlos Alcaraz","R",185,"ESP",17.9192334018,103852,"6","","Feliciano Lopez","L",188,"ESP",39.5400410678,"4-6 6-2 6-4",3,"R16",120,7,2,84,61,41,12,14,9,12,4,2,86,59,38,11,14,5,10,133,560,64,1042,90.9583333333321,1,1,1,1,1,1,1,1,98,87,-69,-482,0,0,-21.620807666,-2.83196945622051,1.36,3.16,0.699115044247788,0.300884955752212
"2021-9462","Marbella","ESP","Clay",32,"A",20210405,290,105613,NA,"","Norbert Gombos","R",193,"SVK",30.6447638604,105643,"8","","Federico Delbonis","L",190,"ARG",30.4996577687,"5-7 7-6(4) 7-6(1)",3,"R16",200,8,2,139,95,58,18,18,8,15,8,6,118,79,48,18,18,6,12,99,792,85,884,90.9583333333321,1,0,1,1,1,0,1,1,130,100,-14,-92,0,0,0.145106091700001,0.145106091700001,3.18,1.35,0.298013245033113,0.701986754966887
"2021-9462","Marbella","ESP","Clay",32,"A",20210405,291,105077,"4","","Albert Ramos","L",188,"ESP",33.2156057495,105575,NA,"","Ricardas Berankis","R",175,"LTU",30.7898699521,"6-3 4-6 6-3",3,"R16",131,3,1,93,57,41,22,14,6,7,5,4,85,55,40,12,14,2,5,47,1360,88,871,90.9583333333321,0,0,2,1,0,0,2,1,0,169,41,489,1,0,2.4257357974,2.4257357974,1.29,3.49,0.730125523012552,0.269874476987448
"2021-9462","Marbella","ESP","Clay",32,"A",20210405,292,126952,"7","","Soon Woo Kwon","R",180,"KOR",23.3401779603,105487,NA,"","Facundo Bagnis","L",183,"ARG",31.1019849418,"6-1 6-3",3,"R16",75,2,2,46,24,17,13,8,4,6,4,5,66,45,21,7,8,6,12,81,910,104,768,90.9583333333321,1,1,1,0,1,1,1,0,143,118,23,142,0,0,-7.7618069815,0.18514211127949,3.36,1.31,0.28051391862955,0.71948608137045
"2021-9462","Marbella","ESP","Clay",32,"A",20210405,293,105807,"1","","Pablo Carreno Busta","R",188,"ESP",29.7330595483,106408,NA,"Q","Mario Vilella Martinez","R",NA,"ESP",25.7577002053,"7-6(2) 6-3",3,"R16",97,3,0,72,51,37,13,11,2,2,6,0,64,37,25,17,10,2,3,15,2630,188,375,90.9583333333321,0,0,1,0,0,0,1,0,0,80,173,2255,0,0,3.975359343,0.863454740220511,1.43,2.78,0.660332541567696,0.339667458432304
"2021-9462","Marbella","ESP","Clay",32,"A",20210405,294,144719,NA,"","Jaume Munar","R",183,"ESP",23.9178644764,125802,NA,"","Ilya Ivashka","R",193,"BLR",27.1101984942,"6-7(5) 6-4 6-4",3,"QF",173,7,2,103,72,48,21,16,6,9,1,2,103,57,38,25,16,7,12,95,815,115,673,90.9583333333321,2,0,3,1,2,0,3,1,163,175,20,142,1,0,-3.1923340178,3.1923340178,1.35,3.2,0.703296703296703,0.296703296703297
"2021-9462","Marbella","ESP","Clay",32,"A",20210405,295,207989,NA,"WC","Carlos Alcaraz","R",185,"ESP",17.9192334018,134770,"3","","Casper Ruud","R",183,"NOR",22.2861054073,"6-2 6-4",3,"QF",78,2,0,46,28,23,10,9,2,4,0,2,59,36,18,11,9,3,8,133,560,26,1973,90.9583333333321,2,1,1,0,2,1,1,0,218,69,-107,-1413,1,0,-4.3668720055,4.3668720055,2.83,1.44,0.337236533957845,0.662763466042155
"2021-9462","Marbella","ESP","Clay",32,"A",20210405,296,105077,"4","","Albert Ramos","L",188,"ESP",33.2156057495,105613,NA,"","Norbert Gombos","R",193,"SVK",30.6447638604,"6-7(4) 7-5 6-4",3,"QF",167,5,1,106,65,51,22,17,5,7,6,4,106,70,51,16,17,7,11,47,1360,99,792,90.9583333333321,1,0,2,0,1,0,2,0,131,330,52,568,1,0,2.5708418891,2.5708418891,1.38,3.09,0.691275167785235,0.308724832214765
"2021-9462","Marbella","ESP","Clay",32,"A",20210405,297,105807,"1","","Pablo Carreno Busta","R",188,"ESP",29.7330595483,126952,"7","","Soon Woo Kwon","R",180,"KOR",23.3401779603,"6-4 6-0",3,"QF",66,7,1,45,36,30,3,8,0,0,4,4,47,29,17,7,8,1,5,15,2630,81,910,90.9583333333321,1,0,2,1,1,0,2,1,97,218,66,1720,1,0,6.392881588,-1.55406750477949,1.22,4.31,0.779385171790235,0.220614828209765
"2021-9462","Marbella","ESP","Clay",32,"A",20210405,298,144719,NA,"","Jaume Munar","R",183,"ESP",23.9178644764,207989,NA,"WC","Carlos Alcaraz","R",185,"ESP",17.9192334018,"7-6(4) 6-4",3,"SF",114,3,4,66,42,30,12,11,2,5,0,4,82,57,34,11,11,7,11,95,815,133,560,90.9583333333321,3,0,3,1,3,0,3,1,336,296,38,255,0,0,5.9986310746,-5.9986310746,2.41,1.58,0.395989974937343,0.604010025062657
